Age	DeathRate	"f,w,LR,HCV-"	"f,w,LR,HCV+"	"f,w,HR,HCV-"	"f,w,HR,HCV+"	"f,b,LR,HCV-"	"f,b,LR,HCV+"	"f,b,HR,HCV-"	"f,b,HR,HCV+"	"m,w,LR,HCV-"	"m,w,LR,HCV+"	"m,w,HR,HCV-"	"m,w,HR,HCV+"	"m,b,LR,HCV-"	"m,b,LR,HCV+"	"m,b,HR,HCV-"	"m,b,HR,HCV+"
2587	0.0000428365	0.75000	2.07000	1.05750	2.91750	1.30500	3.60750	1.83750	5.07750	0.99000	2.73000	1.38750	3.84000	1.71750	4.75500	2.42250	6.69000
2588	0.0000439349	0.76923	2.12308	1.08462	2.99231	1.33846	3.70000	1.88462	5.20769	1.01538	2.80000	1.42308	3.93846	1.76154	4.87692	2.48462	6.86154
2589	0.0000450333	0.78846	2.17615	1.11173	3.06712	1.37192	3.79250	1.93173	5.33788	1.04077	2.87000	1.45865	4.03692	1.80558	4.99885	2.54673	7.03308
2590	0.0000461317	0.80769	2.22923	1.13885	3.14192	1.40538	3.88500	1.97885	5.46808	1.06615	2.94000	1.49423	4.13538	1.84962	5.12077	2.60885	7.20462
2591	0.0000472300	0.82692	2.28231	1.16596	3.21673	1.43885	3.97750	2.02596	5.59827	1.09154	3.01000	1.52981	4.23385	1.89365	5.24269	2.67096	7.37615
2592	0.0000483284	0.84615	2.33538	1.19308	3.29154	1.47231	4.07000	2.07308	5.72846	1.11692	3.08000	1.56538	4.33231	1.93769	5.36462	2.73308	7.54769
2593	0.0000494268	0.86538	2.38846	1.22019	3.36635	1.50577	4.16250	2.12019	5.85865	1.14231	3.15000	1.60096	4.43077	1.98173	5.48654	2.79519	7.71923
2594	0.0000505251	0.88462	2.44154	1.24731	3.44115	1.53923	4.25500	2.16731	5.98885	1.16769	3.22000	1.63654	4.52923	2.02577	5.60846	2.85731	7.89077
2595	0.0000516235	0.90385	2.49462	1.27442	3.51596	1.57269	4.34750	2.21442	6.11904	1.19308	3.29000	1.67212	4.62769	2.06981	5.73038	2.91942	8.06231
2596	0.0000527219	0.92308	2.54769	1.30154	3.59077	1.60615	4.44000	2.26154	6.24923	1.21846	3.36000	1.70769	4.72615	2.11385	5.85231	2.98154	8.23385
2597	0.0000538203	0.94231	2.60077	1.32865	3.66558	1.63962	4.53250	2.30865	6.37942	1.24385	3.43000	1.74327	4.82462	2.15788	5.97423	3.04365	8.40538
2598	0.0000549186	0.96154	2.65385	1.35577	3.74038	1.67308	4.62500	2.35577	6.50962	1.26923	3.50000	1.77885	4.92308	2.20192	6.09615	3.10577	8.57692
2599	0.0000560170	0.98077	2.70692	1.38288	3.81519	1.70654	4.71750	2.40288	6.63981	1.29462	3.57000	1.81442	5.02154	2.24596	6.21808	3.16788	8.74846
2600	0.0000571154	1.00000	2.76000	1.41000	3.89000	1.74000	4.81000	2.45000	6.77000	1.32000	3.64000	1.85000	5.12000	2.29000	6.34000	3.23000	8.92000
2601	0.0000572115	1.00000	2.75995	1.40999	3.88990	1.73998	4.80988	2.44995	6.76983	1.31999	3.63992	1.84997	5.11988	2.28996	6.33984	3.22993	8.91976
2602	0.0000573077	1.00000	2.75990	1.40998	3.88981	1.73996	4.80977	2.44990	6.76965	1.31998	3.63985	1.84994	5.11975	2.28992	6.33967	3.22987	8.91952
2603	0.0000574038	1.00000	2.75986	1.40997	3.88971	1.73994	4.80965	2.44986	6.76948	1.31997	3.63977	1.84991	5.11963	2.28988	6.33951	3.22980	8.91928
2604	0.0000575000	1.00000	2.75981	1.40996	3.88962	1.73992	4.80954	2.44981	6.76931	1.31996	3.63969	1.84988	5.11950	2.28985	6.33935	3.22973	8.91904
2605	0.0000575962	1.00000	2.75976	1.40995	3.88952	1.73990	4.80942	2.44976	6.76913	1.31995	3.63962	1.84986	5.11938	2.28981	6.33918	3.22966	8.91880
2606	0.0000576923	1.00000	2.75971	1.40994	3.88942	1.73988	4.80931	2.44971	6.76896	1.31994	3.63954	1.84983	5.11925	2.28977	6.33902	3.22960	8.91856
2607	0.0000577885	1.00000	2.75966	1.40993	3.88933	1.73987	4.80919	2.44966	6.76879	1.31993	3.63946	1.84980	5.11913	2.28973	6.33886	3.22953	8.91832
2608	0.0000578846	1.00000	2.75962	1.40992	3.88923	1.73985	4.80908	2.44962	6.76862	1.31992	3.63938	1.84977	5.11900	2.28969	6.33869	3.22946	8.91808
2609	0.0000579808	1.00000	2.75957	1.40991	3.88913	1.73983	4.80896	2.44957	6.76844	1.31991	3.63931	1.84974	5.11888	2.28965	6.33853	3.22939	8.91784
2610	0.0000580769	1.00000	2.75952	1.40990	3.88904	1.73981	4.80885	2.44952	6.76827	1.31990	3.63923	1.84971	5.11875	2.28962	6.33837	3.22933	8.91760
2611	0.0000581731	1.00000	2.75947	1.40989	3.88894	1.73979	4.80873	2.44947	6.76810	1.31989	3.63915	1.84968	5.11863	2.28958	6.33820	3.22926	8.91736
2612	0.0000582692	1.00000	2.75942	1.40988	3.88885	1.73977	4.80862	2.44942	6.76792	1.31988	3.63908	1.84965	5.11850	2.28954	6.33804	3.22919	8.91712
2613	0.0000583654	1.00000	2.75938	1.40988	3.88875	1.73975	4.80850	2.44938	6.76775	1.31988	3.63900	1.84963	5.11838	2.28950	6.33788	3.22913	8.91688
2614	0.0000584615	1.00000	2.75933	1.40987	3.88865	1.73973	4.80838	2.44933	6.76758	1.31987	3.63892	1.84960	5.11825	2.28946	6.33771	3.22906	8.91663
2615	0.0000585577	1.00000	2.75928	1.40986	3.88856	1.73971	4.80827	2.44928	6.76740	1.31986	3.63885	1.84957	5.11813	2.28942	6.33755	3.22899	8.91639
2616	0.0000586538	1.00000	2.75923	1.40985	3.88846	1.73969	4.80815	2.44923	6.76723	1.31985	3.63877	1.84954	5.11800	2.28938	6.33738	3.22892	8.91615
2617	0.0000587500	1.00000	2.75918	1.40984	3.88837	1.73967	4.80804	2.44918	6.76706	1.31984	3.63869	1.84951	5.11788	2.28935	6.33722	3.22886	8.91591
2618	0.0000588462	1.00000	2.75913	1.40983	3.88827	1.73965	4.80792	2.44913	6.76688	1.31983	3.63862	1.84948	5.11775	2.28931	6.33706	3.22879	8.91567
2619	0.0000589423	1.00000	2.75909	1.40982	3.88817	1.73963	4.80781	2.44909	6.76671	1.31982	3.63854	1.84945	5.11763	2.28927	6.33689	3.22872	8.91543
2620	0.0000590385	1.00000	2.75904	1.40981	3.88808	1.73962	4.80769	2.44904	6.76654	1.31981	3.63846	1.84942	5.11750	2.28923	6.33673	3.22865	8.91519
2621	0.0000591346	1.00000	2.75899	1.40980	3.88798	1.73960	4.80758	2.44899	6.76637	1.31980	3.63838	1.84939	5.11738	2.28919	6.33657	3.22859	8.91495
2622	0.0000592308	1.00000	2.75894	1.40979	3.88788	1.73958	4.80746	2.44894	6.76619	1.31979	3.63831	1.84937	5.11725	2.28915	6.33640	3.22852	8.91471
2623	0.0000593269	1.00000	2.75889	1.40978	3.88779	1.73956	4.80735	2.44889	6.76602	1.31978	3.63823	1.84934	5.11713	2.28912	6.33624	3.22845	8.91447
2624	0.0000594231	1.00000	2.75885	1.40977	3.88769	1.73954	4.80723	2.44885	6.76585	1.31977	3.63815	1.84931	5.11700	2.28908	6.33608	3.22838	8.91423
2625	0.0000595192	1.00000	2.75880	1.40976	3.88760	1.73952	4.80712	2.44880	6.76567	1.31976	3.63808	1.84928	5.11688	2.28904	6.33591	3.22832	8.91399
2626	0.0000596154	1.00000	2.75875	1.40975	3.88750	1.73950	4.80700	2.44875	6.76550	1.31975	3.63800	1.84925	5.11675	2.28900	6.33575	3.22825	8.91375
2627	0.0000597115	1.00000	2.75870	1.40974	3.88740	1.73948	4.80688	2.44870	6.76533	1.31974	3.63792	1.84922	5.11663	2.28896	6.33559	3.22818	8.91351
2628	0.0000598077	1.00000	2.75865	1.40973	3.88731	1.73946	4.80677	2.44865	6.76515	1.31973	3.63785	1.84919	5.11650	2.28892	6.33542	3.22812	8.91327
2629	0.0000599038	1.00000	2.75861	1.40972	3.88721	1.73944	4.80665	2.44861	6.76498	1.31972	3.63777	1.84916	5.11638	2.28888	6.33526	3.22805	8.91303
2630	0.0000600000	1.00000	2.75856	1.40971	3.88712	1.73942	4.80654	2.44856	6.76481	1.31971	3.63769	1.84913	5.11625	2.28885	6.33510	3.22798	8.91279
2631	0.0000600962	1.00000	2.75851	1.40970	3.88702	1.73940	4.80642	2.44851	6.76463	1.31970	3.63762	1.84911	5.11613	2.28881	6.33493	3.22791	8.91255
2632	0.0000601923	1.00000	2.75846	1.40969	3.88692	1.73938	4.80631	2.44846	6.76446	1.31969	3.63754	1.84908	5.11600	2.28877	6.33477	3.22785	8.91231
2633	0.0000602885	1.00000	2.75841	1.40968	3.88683	1.73937	4.80619	2.44841	6.76429	1.31968	3.63746	1.84905	5.11588	2.28873	6.33461	3.22778	8.91207
2634	0.0000603846	1.00000	2.75837	1.40967	3.88673	1.73935	4.80608	2.44837	6.76412	1.31967	3.63738	1.84902	5.11575	2.28869	6.33444	3.22771	8.91183
2635	0.0000604808	1.00000	2.75832	1.40966	3.88663	1.73933	4.80596	2.44832	6.76394	1.31966	3.63731	1.84899	5.11563	2.28865	6.33428	3.22764	8.91159
2636	0.0000605769	1.00000	2.75827	1.40965	3.88654	1.73931	4.80585	2.44827	6.76377	1.31965	3.63723	1.84896	5.11550	2.28862	6.33412	3.22758	8.91135
2637	0.0000606731	1.00000	2.75822	1.40964	3.88644	1.73929	4.80573	2.44822	6.76360	1.31964	3.63715	1.84893	5.11538	2.28858	6.33395	3.22751	8.91111
2638	0.0000607692	1.00000	2.75817	1.40963	3.88635	1.73927	4.80562	2.44817	6.76342	1.31963	3.63708	1.84890	5.11525	2.28854	6.33379	3.22744	8.91087
2639	0.0000608654	1.00000	2.75813	1.40963	3.88625	1.73925	4.80550	2.44813	6.76325	1.31963	3.63700	1.84888	5.11513	2.28850	6.33363	3.22738	8.91063
2640	0.0000609615	1.00000	2.75808	1.40962	3.88615	1.73923	4.80538	2.44808	6.76308	1.31962	3.63692	1.84885	5.11500	2.28846	6.33346	3.22731	8.91038
2641	0.0000610577	1.00000	2.75803	1.40961	3.88606	1.73921	4.80527	2.44803	6.76290	1.31961	3.63685	1.84882	5.11488	2.28842	6.33330	3.22724	8.91014
2642	0.0000611538	1.00000	2.75798	1.40960	3.88596	1.73919	4.80515	2.44798	6.76273	1.31960	3.63677	1.84879	5.11475	2.28838	6.33313	3.22717	8.90990
2643	0.0000612500	1.00000	2.75793	1.40959	3.88587	1.73917	4.80504	2.44793	6.76256	1.31959	3.63669	1.84876	5.11463	2.28835	6.33297	3.22711	8.90966
2644	0.0000613462	1.00000	2.75788	1.40958	3.88577	1.73915	4.80492	2.44788	6.76238	1.31958	3.63662	1.84873	5.11450	2.28831	6.33281	3.22704	8.90942
2645	0.0000614423	1.00000	2.75784	1.40957	3.88567	1.73913	4.80481	2.44784	6.76221	1.31957	3.63654	1.84870	5.11438	2.28827	6.33264	3.22697	8.90918
2646	0.0000615385	1.00000	2.75779	1.40956	3.88558	1.73912	4.80469	2.44779	6.76204	1.31956	3.63646	1.84867	5.11425	2.28823	6.33248	3.22690	8.90894
2647	0.0000616346	1.00000	2.75774	1.40955	3.88548	1.73910	4.80458	2.44774	6.76187	1.31955	3.63638	1.84864	5.11413	2.28819	6.33232	3.22684	8.90870
2648	0.0000617308	1.00000	2.75769	1.40954	3.88538	1.73908	4.80446	2.44769	6.76169	1.31954	3.63631	1.84862	5.11400	2.28815	6.33215	3.22677	8.90846
2649	0.0000618269	1.00000	2.75764	1.40953	3.88529	1.73906	4.80435	2.44764	6.76152	1.31953	3.63623	1.84859	5.11388	2.28812	6.33199	3.22670	8.90822
2650	0.0000619231	1.00000	2.75760	1.40952	3.88519	1.73904	4.80423	2.44760	6.76135	1.31952	3.63615	1.84856	5.11375	2.28808	6.33183	3.22663	8.90798
2651	0.0000620192	1.00000	2.75755	1.40951	3.88510	1.73902	4.80412	2.44755	6.76117	1.31951	3.63608	1.84853	5.11363	2.28804	6.33166	3.22657	8.90774
2652	0.0000621154	1.00000	2.75750	1.40950	3.88500	1.73900	4.80400	2.44750	6.76100	1.31950	3.63600	1.84850	5.11350	2.28800	6.33150	3.22650	8.90750
2653	0.0000622152	1.00000	2.75745	1.40949	3.88490	1.73898	4.80388	2.44745	6.76083	1.31949	3.63592	1.84847	5.11338	2.28796	6.33134	3.22643	8.90726
2654	0.0000623151	1.00000	2.75740	1.40948	3.88481	1.73896	4.80377	2.44740	6.76065	1.31948	3.63585	1.84844	5.11325	2.28792	6.33117	3.22637	8.90702
2655	0.0000624149	1.00000	2.75736	1.40947	3.88471	1.73894	4.80365	2.44736	6.76048	1.31947	3.63577	1.84841	5.11313	2.28788	6.33101	3.22630	8.90678
2656	0.0000625148	1.00000	2.75731	1.40946	3.88462	1.73892	4.80354	2.44731	6.76031	1.31946	3.63569	1.84838	5.11300	2.28785	6.33085	3.22623	8.90654
2657	0.0000626146	1.00000	2.75726	1.40945	3.88452	1.73890	4.80342	2.44726	6.76013	1.31945	3.63562	1.84836	5.11288	2.28781	6.33068	3.22616	8.90630
2658	0.0000627145	1.00000	2.75721	1.40944	3.88442	1.73888	4.80331	2.44721	6.75996	1.31944	3.63554	1.84833	5.11275	2.28777	6.33052	3.22610	8.90606
2659	0.0000628143	1.00000	2.75716	1.40943	3.88433	1.73887	4.80319	2.44716	6.75979	1.31943	3.63546	1.84830	5.11263	2.28773	6.33036	3.22603	8.90582
2660	0.0000629142	1.00000	2.75712	1.40942	3.88423	1.73885	4.80308	2.44712	6.75962	1.31942	3.63538	1.84827	5.11250	2.28769	6.33019	3.22596	8.90558
2661	0.0000630141	1.00000	2.75707	1.40941	3.88413	1.73883	4.80296	2.44707	6.75944	1.31941	3.63531	1.84824	5.11238	2.28765	6.33003	3.22589	8.90534
2662	0.0000631139	1.00000	2.75702	1.40940	3.88404	1.73881	4.80285	2.44702	6.75927	1.31940	3.63523	1.84821	5.11225	2.28762	6.32987	3.22583	8.90510
2663	0.0000632138	1.00000	2.75697	1.40939	3.88394	1.73879	4.80273	2.44697	6.75910	1.31939	3.63515	1.84818	5.11213	2.28758	6.32970	3.22576	8.90486
2664	0.0000633136	1.00000	2.75692	1.40938	3.88385	1.73877	4.80262	2.44692	6.75892	1.31938	3.63508	1.84815	5.11200	2.28754	6.32954	3.22569	8.90462
2665	0.0000634135	1.00000	2.75688	1.40938	3.88375	1.73875	4.80250	2.44688	6.75875	1.31938	3.63500	1.84813	5.11188	2.28750	6.32938	3.22563	8.90438
2666	0.0000635133	1.00000	2.75683	1.40937	3.88365	1.73873	4.80238	2.44683	6.75858	1.31937	3.63492	1.84810	5.11175	2.28746	6.32921	3.22556	8.90413
2667	0.0000636132	1.00000	2.75678	1.40936	3.88356	1.73871	4.80227	2.44678	6.75840	1.31936	3.63485	1.84807	5.11163	2.28742	6.32905	3.22549	8.90389
2668	0.0000637130	1.00000	2.75673	1.40935	3.88346	1.73869	4.80215	2.44673	6.75823	1.31935	3.63477	1.84804	5.11150	2.28738	6.32888	3.22542	8.90365
2669	0.0000638129	1.00000	2.75668	1.40934	3.88337	1.73867	4.80204	2.44668	6.75806	1.31934	3.63469	1.84801	5.11138	2.28735	6.32872	3.22536	8.90341
2670	0.0000639127	1.00000	2.75663	1.40933	3.88327	1.73865	4.80192	2.44663	6.75788	1.31933	3.63462	1.84798	5.11125	2.28731	6.32856	3.22529	8.90317
2671	0.0000640126	1.00000	2.75659	1.40932	3.88317	1.73863	4.80181	2.44659	6.75771	1.31932	3.63454	1.84795	5.11113	2.28727	6.32839	3.22522	8.90293
2672	0.0000641124	1.00000	2.75654	1.40931	3.88308	1.73862	4.80169	2.44654	6.75754	1.31931	3.63446	1.84792	5.11100	2.28723	6.32823	3.22515	8.90269
2673	0.0000642123	1.00000	2.75649	1.40930	3.88298	1.73860	4.80158	2.44649	6.75737	1.31930	3.63438	1.84789	5.11088	2.28719	6.32807	3.22509	8.90245
2674	0.0000643121	1.00000	2.75644	1.40929	3.88288	1.73858	4.80146	2.44644	6.75719	1.31929	3.63431	1.84787	5.11075	2.28715	6.32790	3.22502	8.90221
2675	0.0000644120	1.00000	2.75639	1.40928	3.88279	1.73856	4.80135	2.44639	6.75702	1.31928	3.63423	1.84784	5.11063	2.28712	6.32774	3.22495	8.90197
2676	0.0000645118	1.00000	2.75635	1.40927	3.88269	1.73854	4.80123	2.44635	6.75685	1.31927	3.63415	1.84781	5.11050	2.28708	6.32758	3.22488	8.90173
2677	0.0000646117	1.00000	2.75630	1.40926	3.88260	1.73852	4.80112	2.44630	6.75667	1.31926	3.63408	1.84778	5.11038	2.28704	6.32741	3.22482	8.90149
2678	0.0000647115	1.00000	2.75625	1.40925	3.88250	1.73850	4.80100	2.44625	6.75650	1.31925	3.63400	1.84775	5.11025	2.28700	6.32725	3.22475	8.90125
2679	0.0000648114	1.00000	2.75620	1.40924	3.88240	1.73848	4.80088	2.44620	6.75633	1.31924	3.63392	1.84772	5.11013	2.28696	6.32709	3.22468	8.90101
2680	0.0000649112	1.00000	2.75615	1.40923	3.88231	1.73846	4.80077	2.44615	6.75615	1.31923	3.63385	1.84769	5.11000	2.28692	6.32692	3.22462	8.90077
2681	0.0000650111	1.00000	2.75611	1.40922	3.88221	1.73844	4.80065	2.44611	6.75598	1.31922	3.63377	1.84766	5.10988	2.28688	6.32676	3.22455	8.90053
2682	0.0000651109	1.00000	2.75606	1.40921	3.88212	1.73842	4.80054	2.44606	6.75581	1.31921	3.63369	1.84763	5.10975	2.28685	6.32660	3.22448	8.90029
2683	0.0000652108	1.00000	2.75601	1.40920	3.88202	1.73840	4.80042	2.44601	6.75563	1.31920	3.63362	1.84761	5.10963	2.28681	6.32643	3.22441	8.90005
2684	0.0000653107	1.00000	2.75596	1.40919	3.88192	1.73838	4.80031	2.44596	6.75546	1.31919	3.63354	1.84758	5.10950	2.28677	6.32627	3.22435	8.89981
2685	0.0000654105	1.00000	2.75591	1.40918	3.88183	1.73837	4.80019	2.44591	6.75529	1.31918	3.63346	1.84755	5.10938	2.28673	6.32611	3.22428	8.89957
2686	0.0000655104	1.00000	2.75587	1.40917	3.88173	1.73835	4.80008	2.44587	6.75512	1.31917	3.63338	1.84752	5.10925	2.28669	6.32594	3.22421	8.89933
2687	0.0000656102	1.00000	2.75582	1.40916	3.88163	1.73833	4.79996	2.44582	6.75494	1.31916	3.63331	1.84749	5.10913	2.28665	6.32578	3.22414	8.89909
2688	0.0000657101	1.00000	2.75577	1.40915	3.88154	1.73831	4.79985	2.44577	6.75477	1.31915	3.63323	1.84746	5.10900	2.28662	6.32562	3.22408	8.89885
2689	0.0000658099	1.00000	2.75572	1.40914	3.88144	1.73829	4.79973	2.44572	6.75460	1.31914	3.63315	1.84743	5.10888	2.28658	6.32545	3.22401	8.89861
2690	0.0000659098	1.00000	2.75567	1.40913	3.88135	1.73827	4.79962	2.44567	6.75442	1.31913	3.63308	1.84740	5.10875	2.28654	6.32529	3.22394	8.89837
2691	0.0000660096	1.00000	2.75563	1.40913	3.88125	1.73825	4.79950	2.44563	6.75425	1.31913	3.63300	1.84738	5.10863	2.28650	6.32513	3.22388	8.89813
2692	0.0000661095	1.00000	2.75558	1.40912	3.88115	1.73823	4.79938	2.44558	6.75408	1.31912	3.63292	1.84735	5.10850	2.28646	6.32496	3.22381	8.89788
2693	0.0000662093	1.00000	2.75553	1.40911	3.88106	1.73821	4.79927	2.44553	6.75390	1.31911	3.63285	1.84732	5.10838	2.28642	6.32480	3.22374	8.89764
2694	0.0000663092	1.00000	2.75548	1.40910	3.88096	1.73819	4.79915	2.44548	6.75373	1.31910	3.63277	1.84729	5.10825	2.28638	6.32463	3.22367	8.89740
2695	0.0000664090	1.00000	2.75543	1.40909	3.88087	1.73817	4.79904	2.44543	6.75356	1.31909	3.63269	1.84726	5.10813	2.28635	6.32447	3.22361	8.89716
2696	0.0000665089	1.00000	2.75538	1.40908	3.88077	1.73815	4.79892	2.44538	6.75338	1.31908	3.63262	1.84723	5.10800	2.28631	6.32431	3.22354	8.89692
2697	0.0000666087	1.00000	2.75534	1.40907	3.88067	1.73813	4.79881	2.44534	6.75321	1.31907	3.63254	1.84720	5.10788	2.28627	6.32414	3.22347	8.89668
2698	0.0000667086	1.00000	2.75529	1.40906	3.88058	1.73812	4.79869	2.44529	6.75304	1.31906	3.63246	1.84717	5.10775	2.28623	6.32398	3.22340	8.89644
2699	0.0000668084	1.00000	2.75524	1.40905	3.88048	1.73810	4.79858	2.44524	6.75287	1.31905	3.63238	1.84714	5.10763	2.28619	6.32382	3.22334	8.89620
2700	0.0000669083	1.00000	2.75519	1.40904	3.88038	1.73808	4.79846	2.44519	6.75269	1.31904	3.63231	1.84712	5.10750	2.28615	6.32365	3.22327	8.89596
2701	0.0000670081	1.00000	2.75514	1.40903	3.88029	1.73806	4.79835	2.44514	6.75252	1.31903	3.63223	1.84709	5.10738	2.28612	6.32349	3.22320	8.89572
2702	0.0000671080	1.00000	2.75510	1.40902	3.88019	1.73804	4.79823	2.44510	6.75235	1.31902	3.63215	1.84706	5.10725	2.28608	6.32333	3.22313	8.89548
2703	0.0000672078	1.00000	2.75505	1.40901	3.88010	1.73802	4.79812	2.44505	6.75217	1.31901	3.63208	1.84703	5.10713	2.28604	6.32316	3.22307	8.89524
2704	0.0000673077	1.00000	2.75500	1.40900	3.88000	1.73800	4.79800	2.44500	6.75200	1.31900	3.63200	1.84700	5.10700	2.28600	6.32300	3.22300	8.89500
2705	0.0000674075	1.00000	2.75495	1.40899	3.87990	1.73798	4.79788	2.44495	6.75183	1.31899	3.63192	1.84697	5.10688	2.28596	6.32284	3.22293	8.89476
2706	0.0000675074	1.00000	2.75490	1.40898	3.87981	1.73796	4.79777	2.44490	6.75165	1.31898	3.63185	1.84694	5.10675	2.28592	6.32267	3.22287	8.89452
2707	0.0000676072	1.00000	2.75486	1.40897	3.87971	1.73794	4.79765	2.44486	6.75148	1.31897	3.63177	1.84691	5.10663	2.28588	6.32251	3.22280	8.89428
2708	0.0000677071	1.00000	2.75481	1.40896	3.87962	1.73792	4.79754	2.44481	6.75131	1.31896	3.63169	1.84688	5.10650	2.28585	6.32235	3.22273	8.89404
2709	0.0000678070	1.00000	2.75476	1.40895	3.87952	1.73790	4.79742	2.44476	6.75113	1.31895	3.63162	1.84686	5.10638	2.28581	6.32218	3.22266	8.89380
2710	0.0000679068	1.00000	2.75471	1.40894	3.87942	1.73788	4.79731	2.44471	6.75096	1.31894	3.63154	1.84683	5.10625	2.28577	6.32202	3.22260	8.89356
2711	0.0000680067	1.00000	2.75466	1.40893	3.87933	1.73787	4.79719	2.44466	6.75079	1.31893	3.63146	1.84680	5.10613	2.28573	6.32186	3.22253	8.89332
2712	0.0000681065	1.00000	2.75462	1.40892	3.87923	1.73785	4.79708	2.44462	6.75062	1.31892	3.63138	1.84677	5.10600	2.28569	6.32169	3.22246	8.89308
2713	0.0000682064	1.00000	2.75457	1.40891	3.87913	1.73783	4.79696	2.44457	6.75044	1.31891	3.63131	1.84674	5.10588	2.28565	6.32153	3.22239	8.89284
2714	0.0000683062	1.00000	2.75452	1.40890	3.87904	1.73781	4.79685	2.44452	6.75027	1.31890	3.63123	1.84671	5.10575	2.28562	6.32137	3.22233	8.89260
2715	0.0000684061	1.00000	2.75447	1.40889	3.87894	1.73779	4.79673	2.44447	6.75010	1.31889	3.63115	1.84668	5.10563	2.28558	6.32120	3.22226	8.89236
2716	0.0000685059	1.00000	2.75442	1.40888	3.87885	1.73777	4.79662	2.44442	6.74992	1.31888	3.63108	1.84665	5.10550	2.28554	6.32104	3.22219	8.89212
2717	0.0000686058	1.00000	2.75438	1.40888	3.87875	1.73775	4.79650	2.44438	6.74975	1.31888	3.63100	1.84663	5.10538	2.28550	6.32088	3.22213	8.89188
2718	0.0000687056	1.00000	2.75433	1.40887	3.87865	1.73773	4.79638	2.44433	6.74958	1.31887	3.63092	1.84660	5.10525	2.28546	6.32071	3.22206	8.89163
2719	0.0000688055	1.00000	2.75428	1.40886	3.87856	1.73771	4.79627	2.44428	6.74940	1.31886	3.63085	1.84657	5.10513	2.28542	6.32055	3.22199	8.89139
2720	0.0000689053	1.00000	2.75423	1.40885	3.87846	1.73769	4.79615	2.44423	6.74923	1.31885	3.63077	1.84654	5.10500	2.28538	6.32038	3.22192	8.89115
2721	0.0000690052	1.00000	2.75418	1.40884	3.87837	1.73767	4.79604	2.44418	6.74906	1.31884	3.63069	1.84651	5.10488	2.28535	6.32022	3.22186	8.89091
2722	0.0000691050	1.00000	2.75413	1.40883	3.87827	1.73765	4.79592	2.44413	6.74888	1.31883	3.63062	1.84648	5.10475	2.28531	6.32006	3.22179	8.89067
2723	0.0000692049	1.00000	2.75409	1.40882	3.87817	1.73763	4.79581	2.44409	6.74871	1.31882	3.63054	1.84645	5.10463	2.28527	6.31989	3.22172	8.89043
2724	0.0000693047	1.00000	2.75404	1.40881	3.87808	1.73762	4.79569	2.44404	6.74854	1.31881	3.63046	1.84642	5.10450	2.28523	6.31973	3.22165	8.89019
2725	0.0000694046	1.00000	2.75399	1.40880	3.87798	1.73760	4.79558	2.44399	6.74837	1.31880	3.63038	1.84639	5.10438	2.28519	6.31957	3.22159	8.88995
2726	0.0000695044	1.00000	2.75394	1.40879	3.87788	1.73758	4.79546	2.44394	6.74819	1.31879	3.63031	1.84637	5.10425	2.28515	6.31940	3.22152	8.88971
2727	0.0000696043	1.00000	2.75389	1.40878	3.87779	1.73756	4.79535	2.44389	6.74802	1.31878	3.63023	1.84634	5.10413	2.28512	6.31924	3.22145	8.88947
2728	0.0000697041	1.00000	2.75385	1.40877	3.87769	1.73754	4.79523	2.44385	6.74785	1.31877	3.63015	1.84631	5.10400	2.28508	6.31908	3.22138	8.88923
2729	0.0000698040	1.00000	2.75380	1.40876	3.87760	1.73752	4.79512	2.44380	6.74767	1.31876	3.63008	1.84628	5.10388	2.28504	6.31891	3.22132	8.88899
2730	0.0000699038	1.00000	2.75375	1.40875	3.87750	1.73750	4.79500	2.44375	6.74750	1.31875	3.63000	1.84625	5.10375	2.28500	6.31875	3.22125	8.88875
2731	0.0000700037	1.00000	2.75370	1.40874	3.87740	1.73748	4.79488	2.44370	6.74733	1.31874	3.62992	1.84622	5.10363	2.28496	6.31859	3.22118	8.88851
2732	0.0000701036	1.00000	2.75365	1.40873	3.87731	1.73746	4.79477	2.44365	6.74715	1.31873	3.62985	1.84619	5.10350	2.28492	6.31842	3.22112	8.88827
2733	0.0000702034	1.00000	2.75361	1.40872	3.87721	1.73744	4.79465	2.44361	6.74698	1.31872	3.62977	1.84616	5.10338	2.28488	6.31826	3.22105	8.88803
2734	0.0000703033	1.00000	2.75356	1.40871	3.87712	1.73742	4.79454	2.44356	6.74681	1.31871	3.62969	1.84613	5.10325	2.28485	6.31810	3.22098	8.88779
2735	0.0000704031	1.00000	2.75351	1.40870	3.87702	1.73740	4.79442	2.44351	6.74663	1.31870	3.62962	1.84611	5.10313	2.28481	6.31793	3.22091	8.88755
2736	0.0000705030	1.00000	2.75346	1.40869	3.87692	1.73738	4.79431	2.44346	6.74646	1.31869	3.62954	1.84608	5.10300	2.28477	6.31777	3.22085	8.88731
2737	0.0000706028	1.00000	2.75341	1.40868	3.87683	1.73737	4.79419	2.44341	6.74629	1.31868	3.62946	1.84605	5.10288	2.28473	6.31761	3.22078	8.88707
2738	0.0000707027	1.00000	2.75337	1.40867	3.87673	1.73735	4.79408	2.44337	6.74612	1.31867	3.62938	1.84602	5.10275	2.28469	6.31744	3.22071	8.88683
